StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q1,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q1,Q2,Q3,Q4,Q5,Q6,Q6_16_TEXT,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1,Q2,Q3,Q4,Q5,Q5_13_TEXT,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1,Q2,Q3,Q4,Q5,Q5_17_TEXT,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1,Q2,Q3,Q4,Q4_4_TEXT,Q5,Q5_13_TEXT,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q1,Q1_11_TEXT,Q2,Q2_11_TEXT,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q1,Q1_9_TEXT,Q2,Q2_7_TEXT,Q3,Q3_6_TEXT,Q4,Q4_6_TEXT,Q5,Q5_7_TEXT,Q6,Q7,Q8,Q8_4_TEXT
5/1/24 17:02,5/1/24 17:11,IP Address,100,542,TRUE,5/1/24 17:11,R_2BmqHr1FCpABhuq,anonymous,EN,0.800000012,Agree,I have some experience with open science practices,7,6,8,6,8,In favor,High,65,2013,Yes,I didn’t want others to use my findings before peer review,,68,0,0,60,0,40,,,,,,,,,0,0,0,65,35,In favor,High,68,2013,I didn't want others to use the data for their own research,,Yes,86,0,0,0,35,65,,,,,,,,,,0,0,0,54,46,3,5,1,4,2,7,6,"I did not want to share my ideas/data,Opposition from collaborators ",2,3,6,5,1,4,2,1,3,6,4,5,"Training from your institution,Social media",,"Training from your institution,Social media",,Strongly agree,,,,,,White,,Transgender man,,Basic researcher,,Non-Clinical Industry,,Industry Researcher,,23,789,I mainly conduct single-case design research,
5/1/24 17:07,5/1/24 17:16,IP Address,100,501,TRUE,5/1/24 17:16,R_45L66K8sGNOI8dr,anonymous,EN,0.899999976,Agree,"I am aware of open science, but have not used open science practices in my research",7,4,10,5,10,In favor,Low,0,0,No,,,40,0,10,30,30,30,In favor,Low,1,2023,"It was too time consuming,I was unfamiliar with the practice,I didn't know of a suitable registry",,No,25,20,20,10,30,20,"Neither in favor nor against (i.e., neutral)",Low,0,0,"It was too time consuming,The data were too difficult to anonymize (human subjects),I didn’t perceive my field to be in favor of this,I didn’t want to lose control over how the data were used",,No,10,20,20,10,30,20,In favor,50,2014,Comment in the manuscript that I can be contacted for materials,,,,No,40,0,10,20,30,40,1,2,5,3,7,6,4,"Lack of knowledge of open science practices,Too time consuming/lack of support,Lack of knowledge of suitable registries",3,6,2,5,4,1,6,1,3,4,5,2,"Journal publication or scholarly work,Colleague or peer,Online webinar, blog, or podcast",,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations,Mentor or advisor,Colleague or peer,Online webinar, blog, or podcast",,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,White,,Cisgender woman,,Applied researcher,,University,,Associate Professor,,2,25,I mainly conduct single-case design research,
5/1/24 17:42,5/1/24 17:51,IP Address,100,573,TRUE,5/1/24 17:51,R_8pirbakDfiWg8OK,anonymous,EN,0.899999976,Agree,I have some experience with open science practices,8,6,6,8,7,In favor,,67,2014,Yes,I was nervous that someone would discover a mistake,,97,0,0,30,0,70,In favor,Moderate,78,2014,I didn't want others to use my plans for their own research,,Yes,68,0,0,40,0,60,In favor,Moderate ,68,2014,I didn’t perceive my field to be in favor of this,,Yes,87,0,0,40,0,60,,,,,,,,,,0,0,40,0,60,3,5,1,4,2,7,6,It did not seem relevant ,1,2,6,4,3,5,2,1,4,3,6,5,Training from your institution,,"Training from your institution,Social media",,Somewhat agree,,,,,,White,,Cisgender woman,,Applied researcher,,In-home services,,Professor,,21,689,I mainly conduct systematic reviews and meta-analyses,
5/1/24 17:33,5/1/24 17:57,IP Address,100,1389,TRUE,5/1/24 17:57,R_2ziQl6zs6RtoD72,anonymous,EN,1,Agree,I have some experience with open science practices,6,4,6,10,10,"Neither in favor nor against (i.e., neutral)",Low,1,2022,No,,,10,10,10,20,50,10,"Neither in favor nor against (i.e., neutral)",None,0,0,"I didn't want others to use my plans for their own research,I didn't know of a suitable registry,I was worried it would reduce publishability of my findings ",,No,10,10,15,55,10,10,Against,None,0,0,"The data were proprietary, or access was restricted,I didn't want others to use the data for their own research,I didn’t want to lose control over how the data were used,I didn't want to be asked questions about using data,I didn't know of a suitable repository",,No,10,10,30,40,10,10,"Neither in favor nor against (i.e., neutral)",0,0,Comment in the manuscript that I can be contacted for materials,,"I was unfamiliar with the practice,I didn't know of a suitable registry,I won't be credited for it",,No,15,10,10,15,40,25,1,5,2,4,6,7,3,"Lack of knowledge of open science practices,Lack of knowledge of suitable registries",1,6,4,5,3,2,1,6,4,5,3,2,Colleague or peer,,"Journal publication or scholarly work,Social media",,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,"Hispanic, Latino, or Spanish",,Cisgender man,,Basic researcher,,University,,Professor,,13,20,I mainly conduct group design research,
5/1/24 17:52,5/1/24 18:01,IP Address,100,547,TRUE,5/1/24 18:01,R_6PtuycSZd99UNAX,anonymous,EN,0.899999976,Agree,I have some experience with open science practices,8,6,7,8,8,In favor,Moderate,67,2016,Yes,I didn’t want to share something that might be different than the final version ,,75,0,0,24,76,0,In favor,Moderate,67,2016,It didn't seem relevant for my work,,Yes,75,0,0,24,76,0,In favor,Moderate ,67,2016,I was unfamiliar with the practice,,Yes,67,0,0,24,76,0,"Neither in favor nor against (i.e., neutral)",76,2016,Comment in the manuscript that I can be contacted for materials,,I didn't perceive my field to be in favor of this,,Yes,,0,0,24,76,0,5,2,4,6,3,7,1,Lack of knowledge of suitable registries,2,4,6,1,5,3,3,2,5,1,6,4,"Training from your institution,Journal club",,"Journal club,Social media",,Somewhat agree,,,,,,White,,Transgender woman,,Basic researcher,,School-based,,Industry Researcher,,9,56,I mainly conduct systematic reviews and meta-analyses,
5/1/24 18:05,5/1/24 18:14,IP Address,100,554,TRUE,5/1/24 18:14,R_4pQmbxVPzoe8OPk,anonymous,EN,0.899999976,Agree,I have some experience with open science practices,8,8,8,8,8,In favor,High,98,2005,Yes,I was nervous that someone would discover a mistake,,78,0,0,0,75,25,In favor,High,76,2006,It was too time consuming,,Yes,87,0,0,34,0,66,In favor,High,66,2006,The data were too difficult to anonymize (human subjects),,Yes,87,0,0,0,56,44,Very much in favor,86,2007,Comment in the manuscript that I can be contacted for materials,,I didn't want others to use my plans for their own research,,Yes,88,0,0,33,0,67,5,2,4,1,6,7,3,Lack of knowledge of suitable registries,4,1,5,6,2,3,3,5,2,4,6,1,"Online webinar, blog, or podcast,Social media",,"Online webinar, blog, or podcast,Social media",,Somewhat agree,Strongly agree,,,,,Black or African American,,Cisgender woman,,Applied researcher,,School-based,,Industry Researcher,,8,567,I mainly conduct systematic reviews and meta-analyses,
5/1/24 18:15,5/1/24 18:22,IP Address,100,390,TRUE,5/1/24 18:22,R_3Yh47ZulBjXasnq,anonymous,EN,0.899999976,Agree,"I am aware of open science, but have not used open science practices in my research",7,7,8,7,6,Very much in favor,High,65,2004,Yes,"I didn’t want to dilute attention to the scholarly work when it was published ,Given the nature of the research, it was almost not possible",,80,0,25,0,0,75,Very much in favor,High,78,2004,I was unfamiliar with the practice,,Yes,78,0,0,0,45,55,"Neither in favor nor against (i.e., neutral)",High,78,2005,"I didn’t perceive my field to be in favor of this,I was nervous that someone would discover a mistake,I was unfamiliar with the practice",,Yes,67,0,0,100,0,0,Very much in favor,89,2004,"Comment in the manuscript that I can be contacted for materials,Repository",,"I was nervous that someone would discover a mistake,I was unfamiliar with the practice",,Yes,86,0,0,0,0,100,6,2,3,1,7,4,5,"I did not want to share my ideas/data,Opposition from collaborators ",5,1,2,6,3,4,5,1,4,6,2,3,Training from professional organizations,,"Training from professional organizations,Online webinar, blog, or podcast",,Strongly agree,,,,,Strongly disagree,Black or African American,,Cisgender man,,Basic researcher,,School-based,,Associate Professor,,10,876,I mainly conduct systematic reviews and meta-analyses,
5/1/24 18:23,5/1/24 18:29,IP Address,100,378,TRUE,5/1/24 18:29,R_2JRDW23TaPYr84A,anonymous,EN,0.899999976,Agree,I have extensive experience with open science practices,7,8,8,8,8,Very much in favor,High,56,2009,Yes,"I didn’t want others to use my findings before peer review,I didn’t think it was important",,56,0,0,0,100,0,Very much in favor,High,67,2010,"I didn't want others to use my plans for their own research,It didn't seem relevant for my work,I won't be credited for it",,Yes,76,0,0,0,0,100,Very much in favor,Moderate ,78,2009,"I didn't want others to use the data for their own research,I was unfamiliar with the practice,I won’t be credited for it",,Yes,87,0,0,0,0,100,Very much in favor,67,2009,"Supplemental materials,Repository",,"It was too difficult,It didn't seem relevant for my work,I won't be credited for it",,Yes,89,0,0,0,0,100,7,3,5,6,1,2,4,"Lack of knowledge of suitable registries,Opposition from collaborators ",1,3,4,6,2,5,3,1,5,2,6,4,"Training from your institution,Journal club",,"Mentor or advisor,Social media",,Strongly agree,,,,,,Black or African American,,Cisgender man,,Translational researcher,,University,,Industry Researcher,,5,655,I mainly conduct group design research,
5/1/24 18:30,5/1/24 18:35,IP Address,100,306,TRUE,5/1/24 18:35,R_3I4ww6Rj0b2yp4L,anonymous,EN,0.899999976,Agree,I have extensive experience with open science practices,6,7,7,8,6,Very much in favor,Moderate,88,2000,Yes,"I didn’t perceive my field to be in favor of this,I didn’t think it was important",,88,0,0,0,0,100,Very much in favor,Moderate,86,2001,"I didn't perceive my field to be in favor of this,It didn't seem relevant for my work",,,97,0,0,0,0,100,Very much in favor,Moderate ,67,2000,"It was too time consuming,It didn't seem relevant for my work,I won’t be credited for it",,Yes,86,0,0,0,0,100,In favor,56,2002,Comment in the manuscript that I can be contacted for materials,,"I was unfamiliar with the practice,My collaborators were opposed to doing it",,Yes,65,0,0,0,100,0,2,7,1,3,6,4,5,"I did not want to share my ideas/data,Lack of direct benefit to me",3,1,5,6,2,4,6,3,4,5,2,1,"Training from professional organizations,Social media",,"Journal publication or scholarly work,Social media",,Strongly agree,,,,,,Black or African American,,Transgender man,,Basic researcher,,University,,Associate Professor,,20,967,I mainly conduct systematic reviews and meta-analyses,
5/1/24 18:36,5/1/24 18:47,IP Address,100,634,TRUE,5/1/24 18:47,R_5Q6rGxL38Wg4ApL,anonymous,EN,0.600000024,Agree,"I am aware of open science, but have not used open science practices in my research",7,5,6,7,8,Very much in favor,Moderate,45,2015,Yes,"I didn’t want others to use my findings before peer review,I didn’t think it was important,I won’t be credited for it",,56,0,0,0,0,100,Very much in favor,Moderate,67,2016,"It was too time consuming,I didn't know of a suitable registry",,Yes,68,0,0,0,0,100,Very much in favor,Moderate ,85,2015,"It was too time consuming,I was nervous that someone would discover a mistake,I won’t be credited for it",,,85,0,0,0,0,100,Very much in favor,98,2015,"Comment in the manuscript that I can be contacted for materials,Repository",,"I didn't want others to use my plans for their own research,My collaborators were opposed to doing it,I won't be credited for it",,Yes,97,0,0,0,0,100,5,2,3,4,6,7,1,"I did not want to share my ideas/data,Opposition from collaborators ",4,1,5,3,6,2,4,1,3,2,6,5,"Training from professional organizations,Colleague or peer",,"Conference presentation or workshop,Social media",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"White,Prefer not to say",,Transgender man,,Applied researcher,,Non-Clinical Industry,,Professor,,65,766,I mainly conduct group design research,
5/1/24 18:51,5/1/24 19:05,IP Address,100,807,TRUE,5/1/24 19:05,R_6ixypeBbs7YqzLs,anonymous,EN,0.699999988,Agree,I have some experience with open science practices,7,8,8,8,7,In favor,Moderate,98,2004,Yes,"I didn’t want others to use my findings before peer review,Given the nature of the research, it was almost not possible",,,0,0,0,100,0,In favor,Moderate,86,2000,"It was too time consuming,I was unfamiliar with the practice,I won't be credited for it",,Yes,85,0,0,0,100,0,In favor,Moderate ,75,2011,"The data were proprietary, or access was restricted,The data were too difficult to anonymize (human subjects)",,Yes,,0,0,0,100,0,In favor,86,2009,"Comment in the manuscript that I can be contacted for materials,Repository",,"It was too difficult,It didn't seem relevant for my work",,Yes,86,0,0,0,100,0,1,3,5,4,7,6,2,"Lack of knowledge of suitable registries,It did not seem relevant ",2,1,5,6,4,3,1,2,5,6,4,3,"Training from your institution,Colleague or peer,Social media",,"Conference presentation or workshop,Doctoral training program",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Black or African American,,Cisgender man,,Applied researcher,,School-based,,Assistant Professor ,,10,876,I mainly conduct single-case design research,
5/1/24 19:09,5/1/24 19:19,IP Address,100,578,TRUE,5/1/24 19:19,R_2p3CJZ1QhaPxxsd,anonymous,EN,0.699999988,Agree,I have some experience with open science practices,8,8,8,8,8,Very much in favor,High,66,2001,Yes,"It was too time consuming,I didn’t want to share something that might be different than the final version ,Given the nature of the research, it was almost not possible",,86,0,0,0,0,100,Very much in favor,High,55,2002,"I didn't perceive my field to be in favor of this,I was worried it would reduce publishability of my findings ,I won't be credited for it",,Yes,96,0,0,0,0,100,In favor,Moderate ,56,2002,"It was too time consuming,I didn't want to be asked questions about using data,I won’t be credited for it",,Yes,86,0,0,0,100,0,Very much in favor,57,478,"Comment in the manuscript that I can be contacted for materials,Repository",,"It was too time consuming,I didn't know of a suitable registry,I won't be credited for it",,Yes,57,0,0,0,100,0,1,3,5,2,7,4,6,"I did not want to share my ideas/data,Opposition from collaborators ",4,1,2,5,3,6,3,1,2,6,5,4,"Journal publication or scholarly work,Doctoral training program,Social media",,"Conference presentation or workshop,Journal club",,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,White,,Transgender woman,,Applied researcher,,School-based,,Assistant Professor ,,19,976,I mainly conduct single-case design research,
5/1/24 19:26,5/1/24 19:31,IP Address,100,296,TRUE,5/1/24 19:31,R_5sKE8MAdtWzmqxr,anonymous,EN,0.800000012,Agree,"I am aware of open science, but have not used open science practices in my research",8,7,7,6,8,In favor,Moderate,57,2016,No,,,64,0,0,0,100,0,In favor,Moderate,75,2014,"It was too time consuming,I was unfamiliar with the practice",,Yes,85,0,0,0,100,0,In favor,Moderate ,74,2014,"It was too time consuming,I didn’t perceive my field to be in favor of this,I won’t be credited for it",,Yes,84,0,0,0,100,0,Very much in favor,57,2015,"Supplemental materials,Repository",,"I didn't want others to use my plans for their own research,I didn't think it was important",,Yes,86,0,0,0,0,100,4,1,2,5,7,3,6,"Lack of knowledge of open science practices,It did not seem relevant ",4,2,1,3,6,5,1,2,4,6,5,3,"Training from professional organizations,Social media",,"Doctoral training program,Social media",,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,White,,Cisgender man,,Applied researcher,,In-home services,,Professor,,10,876,I mainly conduct group design research,
5/1/24 19:32,5/1/24 19:39,IP Address,100,391,TRUE,5/1/24 19:39,R_6lcT4R9yzesCRB7,anonymous,EN,0.699999988,Agree,I have extensive experience with open science practices,7,7,7,7,7,Very much in favor,Moderate,75,2019,Yes,"It was too time consuming,I didn’t want to dilute attention to the scholarly work when it was published ",,96,0,0,0,0,100,In favor,Moderate,97,2019,"I didn't want others to use my plans for their own research,I won't be credited for it",,Yes,97,0,0,0,0,100,Very much in favor,Moderate ,69,2019,"It was too time consuming,I didn't want to be asked questions about using data",,Yes,97,0,0,0,0,100,In favor,87,2020,Repository,,"It was too difficult,I didn't think it was important",,Yes,96,0,0,0,100,0,4,3,1,2,7,5,6,"I did not want to share my ideas/data,Opposition from collaborators ",1,6,5,4,2,3,5,1,3,6,4,2,"Journal publication or scholarly work,Social media",,"Journal publication or scholarly work,Social media",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Black or African American,,Cisgender woman,,Basic researcher,,University,,Post-doctoral Researcher ,,5,477,I mainly conduct group design research,
5/1/24 19:43,5/1/24 19:50,IP Address,100,434,TRUE,5/1/24 19:50,R_8MLE7PkfroIvhKh,anonymous,EN,0.300000012,Agree,I have some experience with open science practices,8,8,8,7,7,Very much in favor,High,96,2007,Yes,"I didn’t perceive my field to be in favor of this,I didn’t have sufficient resources available,I won’t be credited for it",,97,0,0,0,0,100,Very much in favor,Moderate,67,2007,"It was too time consuming,I was worried it would reduce publishability of my findings ,I won't be credited for it",,Yes,96,0,0,0,100,0,In favor,Moderate ,86,2007,"The data were proprietary, or access was restricted,The data were too difficult to anonymize (human subjects),I didn't want to be asked questions about using data",,Yes,87,0,0,0,20,80,In favor,88,2007,Supplemental materials,,"It was too time consuming,It didn't seem relevant for my work,I won't be credited for it",,Yes,68,0,0,0,100,0,1,3,4,2,6,7,5,"I did not want to share my ideas/data,Opposition from collaborators ",1,4,6,2,5,3,4,1,2,5,6,3,"Training from your institution,Journal club",,"Colleague or peer,Social media",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Black or African American,,Cisgender woman,,Applied researcher,,Non-Clinical Industry,,Industry Researcher,,17,866,I mainly conduct single-case design research,
5/1/24 20:08,5/1/24 20:15,IP Address,100,429,TRUE,5/1/24 20:15,R_4qrsfEr1wdzT7sR,anonymous,EN,0.300000012,Agree,"I am aware of open science, but have not used open science practices in my research",9,8,10,10,10,In favor,High,88,2020,Yes,"I didn’t perceive my field to be in favor of this,I won’t be credited for it",,87,0,0,0,100,0,In favor,Moderate,77,2020,I didn't want others to use my plans for their own research,,Yes,88,0,0,0,100,0,In favor,High,87,2020,"The data were proprietary, or access was restricted,I didn’t perceive my field to be in favor of this,I won’t be credited for it",,Yes,88,0,0,0,0,100,Very much in favor,58,2020,"Supplemental materials,Repository",,"I didn't want others to use my plans for their own research,I won't be credited for it",,Yes,88,0,0,0,0,100,5,2,1,3,6,4,7,"Too time consuming/lack of support,Lack of direct benefit to me",5,3,1,6,4,2,2,1,4,5,6,3,"Journal publication or scholarly work,Journal club,Social media",,"Conference presentation or workshop,Journal club,Social media",,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Black or African American,,Transgender man,,Applied researcher,,University,,Doctoral Student ,,4,255,I mainly conduct single-case design research,
5/1/24 20:20,5/1/24 20:30,IP Address,100,601,TRUE,5/1/24 20:30,R_4ltzWNUCTnEZgK9,anonymous,EN,0.200000003,Agree,I have some experience with open science practices,6,6,6,8,7,In favor,Moderate,86,2001,Yes,"I was nervous that someone would discover a mistake,I didn’t have sufficient resources available,I won’t be credited for it",,64,0,0,0,100,0,In favor,Moderate,86,2002,"I was nervous that someone would discover a mistake,I was worried it would reduce publishability of my findings ",,Yes,86,0,0,0,0,100,In favor,Moderate ,65,2001,"It was too time consuming,I was unfamiliar with the practice",,Yes,64,0,0,0,100,0,Very much in favor,57,2002,Supplemental materials,,"My collaborators were opposed to doing it,I won't be credited for it",,Yes,100,0,0,0,0,100,1,7,4,2,6,5,3,"I did not want to share my ideas/data,Opposition from collaborators ",3,5,2,4,1,6,3,2,1,4,6,5,"Training from professional organizations,Journal club",,"Doctoral training program,Social media",,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Black or African American,,Prefer not to say,,Translational researcher,,In-home services,,Post-doctoral Researcher ,,13,766,I mainly conduct group design research,
5/1/24 20:36,5/1/24 20:43,IP Address,100,398,TRUE,5/1/24 20:43,R_1TAQ2c8TCuaUlcB,anonymous,EN,0.600000024,Agree,I have some experience with open science practices,6,8,7,6,7,Very much in favor,Moderate,66,2015,Yes,"It was too time consuming,I didn’t want others to use my findings before peer review,I didn’t want to share something that might be different than the final version ",,87,0,0,0,100,0,Very much in favor,Moderate,86,2016,"It was too time consuming,I didn't think it was important",,Yes,88,0,0,0,100,0,Very much in favor,Moderate ,76,2016,"It was too time consuming,I was nervous that someone would discover a mistake",,Yes,76,0,0,0,100,0,Very much in favor,87,2015,"Supplemental materials,Repository",,"It was too time consuming,I was worried it would reduce publishability of my findings ,I won't be credited for it",,Yes,87,0,0,0,0,100,2,7,3,4,1,5,6,"Lack of knowledge of open science practices,It did not seem relevant ",5,1,6,4,2,3,6,1,4,5,3,2,"Training from professional organizations,Social media",,"Journal publication or scholarly work,Social media",,Somewhat agree,Strongly agree,Somewhat agree,,Strongly agree,Strongly agree,Black or African American,,Prefer not to say,,Applied researcher,,University,,Post-doctoral Researcher ,,9,655,I mainly conduct group design research,
5/1/24 20:45,5/1/24 20:53,IP Address,100,456,TRUE,5/1/24 20:53,R_5dFp8KdgVZqgyCD,anonymous,EN,0.300000012,Agree,I have extensive experience with open science practices,8,7,7,7,8,Very much in favor,Moderate,78,2019,Yes,"It was too time consuming,I didn’t want to share something that might be different than the final version ,I didn’t have sufficient resources available",,87,0,0,0,0,100,In favor,Moderate,97,2019,"It was too time consuming,I was nervous that someone would discover a mistake,I won't be credited for it",,Yes,76,0,0,0,100,0,In favor,Moderate ,87,2019,"The data were proprietary, or access was restricted,The data were too difficult to anonymize (human subjects),I won’t be credited for it",,Yes,87,0,0,0,100,0,Very much in favor,56,2020,Supplemental materials,,"I was nervous that someone would discover a mistake,I won't be credited for it",,Yes,87,0,0,0,100,0,6,7,1,2,4,5,3,Lack of knowledge of suitable registries,4,2,5,6,1,3,4,2,6,1,5,3,"Journal publication or scholarly work,Social media",,"Colleague or peer,Social media",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Black or African American,,Prefer not to say,,Basic researcher,,Private clinic,,Doctoral Student ,,5,464,I mainly conduct single-case design research,
5/1/24 20:54,5/1/24 21:03,IP Address,100,497,TRUE,5/1/24 21:03,R_4MN7UCJfrnVKx2H,anonymous,EN,0.300000012,Agree,I have some experience with open science practices,7,6,7,6,7,In favor,Moderate,47,2007,Yes,"It was too time consuming,My collaborators were opposed to doing it",,76,0,0,0,0,100,Very much in favor,Moderate,64,2008,"I didn't want others to use my plans for their own research,I won't be credited for it",,Yes,76,0,0,0,0,100,In favor,Moderate ,76,2009,"It was too time consuming,I didn't want to have to update the data with fixes",,,66,0,0,0,100,0,In favor,75,2009,Supplemental materials,,"I was nervous that someone would discover a mistake,I won't be credited for it",,Yes,86,0,0,0,100,0,3,5,4,2,6,7,1,"It did not seem relevant ,Lack of direct benefit to me",5,2,4,3,6,1,3,2,5,6,4,1,"Training from your institution,Social media",,"Journal publication or scholarly work,Colleague or peer,Social media",,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,White,,Prefer not to say,,Applied researcher,,University,,Doctoral Student ,,14,753,I mainly conduct systematic reviews and meta-analyses,
5/1/24 21:04,5/1/24 21:09,IP Address,100,342,TRUE,5/1/24 21:09,R_3pmZAoG2Z6Lbjsb,anonymous,EN,0.600000024,Agree,I have some experience with open science practices,7,6,7,7,7,Very much in favor,Moderate,47,2020,Yes,"It was too time consuming,I didn’t want to dilute attention to the scholarly work when it was published ,I didn’t know of a suitable repository",,53,0,0,0,0,100,Very much in favor,Moderate,46,2020,"It was too difficult,I was worried it would reduce publishability of my findings ",,Yes,64,0,0,0,0,100,In favor,Moderate ,56,2020,"The data were proprietary, or access was restricted,I didn’t perceive my field to be in favor of this,I didn’t think it was important",,Yes,65,0,0,0,0,100,Very much in favor,76,2020,Supplemental materials,,"I was worried it would reduce publishability of my findings ,I won't be credited for it",,Yes,54,0,0,0,0,100,2,1,7,6,5,4,3,I did not want to share my ideas/data,3,1,5,6,4,2,4,1,5,2,6,3,"Journal publication or scholarly work,Journal club",,"Conference presentation or workshop,Social media",,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Black or African American,,Prefer not to say,,Applied researcher,,University,,Doctoral Student ,,4,327,I mainly conduct group design research,
5/2/24 0:16,5/2/24 0:24,IP Address,100,463,TRUE,5/2/24 0:24,R_48UKTGA0lpO70zg,anonymous,EN,0.899999976,Agree,I have some experience with open science practices,10,10,5,10,10,Very much in favor,High,3,2020,No,,,1,0,10,80,10,0,Very much in favor,Moderate,0,0,,,No,1,0,30,40,30,0,Very much in favor,Moderate ,0,0,,,No,1,0,40,40,20,0,Very much in favor,3,2010,Supplemental materials,,,,Yes,1,0,30,40,30,0,1,3,6,5,4,7,2,"Lack of knowledge of open science practices,Too time consuming/lack of support,Opposition from collaborators ",,,,,,,2,1,4,5,6,3,"Training from professional organizations,Colleague or peer,Online webinar, blog, or podcast,Social media",,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations,Training from your institution,Colleague or peer,Online webinar, blog, or podcast,Social media",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Hispanic, Latino, or Spanish",,Cisgender man,,Applied researcher,,Non-Clinical Industry,,Other (please explain),Head of educational technology,1,30,I mainly conduct group design research,
5/2/24 0:56,5/2/24 1:11,IP Address,100,898,TRUE,5/2/24 1:11,R_3k1CRkRrAVCNpPg,anonymous,EN,0.100000001,Agree,"I am aware of open science, but have not used open science practices in my research",5,3,7,7,7,In favor,Moderate,7,2000,No,,,5,10,20,20,20,30,In favor,Moderate,5,2010,It was too difficult,,Yes,5,5,25,15,15,40,"Neither in favor nor against (i.e., neutral)",Low,1,2003,"The data were proprietary, or access was restricted",,No,3,25,25,10,10,30,Very much in favor,15,2005,Supplemental materials,,"I didn't want others to use my plans for their own research,I was worried it would reduce publishability of my findings ",,Yes,10,20,10,20,40,10,2,1,3,4,5,6,7,Too time consuming/lack of support,,,,,,,2,1,3,4,5,6,"Online webinar, blog, or podcast",,"Online webinar, blog, or podcast",,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,White,,Cisgender man,,Applied researcher,,Non-Clinical Industry,,Associate Professor,,30,53,I mainly conduct systematic reviews and meta-analyses,
5/2/24 7:01,5/2/24 7:14,IP Address,100,783,TRUE,5/2/24 7:14,R_2sEAb74BQxITasF,anonymous,EN,0.899999976,Agree,I have extensive experience with open science practices,4,5,5,4,6,Very much in favor,Moderate,50,2010,Yes,"It was too time consuming,Given the nature of the research, it was almost not possible",,60,10,20,20,20,30,"Neither in favor nor against (i.e., neutral)",High,50,2015,"It was too time consuming,I didn't want others to use my plans for their own research",,Yes,60,30,30,0,20,20,Very much in favor,High,50,2012,"The data were proprietary, or access was restricted,It was too time consuming",,Yes,60,0,0,0,50,50,Very much in favor,50,2017,"Supplemental materials,Comment in the manuscript that I can be contacted for materials",,"It was too time consuming,It was too difficult",,,50,0,0,0,50,50,1,4,6,7,5,2,3,"Lack of knowledge of open science practices,Too time consuming/lack of support,I did not want to share my ideas/data",2,3,1,4,6,5,2,3,4,5,1,6,"Conference presentation or workshop,Training from professional organizations,Training from your institution,Mentor or advisor,Doctoral training program,Online webinar, blog, or podcast",,"Conference presentation or workshop,Journal publication or scholarly work,Training from professional organizations,Training from your institution",,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Black or African American,,Cisgender man,,Basic researcher,,Private clinic,,Assistant Professor ,,50,60,I mainly conduct group design research,
